person;ccount;27784;
tag:stardog:api:tese;509;509;1,83 %
tag:stardog:api:amazonia;245;754;2,71 %
tag:stardog:api:mato_grosso;197;951;3,42 %
tag:stardog:api:porto_alegre;149;1100;3,96 %
tag:stardog:api:quilombola;144;1244;4,48 %
tag:stardog:api:maranhao;139;1383;4,98 %
tag:stardog:api:gomes;131;1514;5,45 %
tag:stardog:api:kaingang;126;1640;5,90 %
tag:stardog:api:conceicao_evaristo;116;1756;6,32 %
tag:stardog:api:mg;102;1858;6,69 %
tag:stardog:api:michel_foucault;99;1957;7,04 %
tag:stardog:api:silva;98;2055;7,40 %
tag:stardog:api:munanga;93;2148;7,73 %
tag:stardog:api:stuart_hall;87;2235;8,04 %
tag:stardog:api:santos;84;2319;8,35 %
tag:stardog:api:goias;84;2403;8,65 %
tag:stardog:api:paulo_freire;83;2486;8,95 %
tag:stardog:api:terena;83;2569;9,25 %
tag:stardog:api:dra;80;2649;9,53 %
tag:stardog:api:ba;78;2727;9,82 %
tag:stardog:api:oliveira;78;2805;10,10 %
tag:stardog:api:kaiowa;75;2880;10,37 %
tag:stardog:api:nilma_lino_gomes;74;2954;10,63 %
tag:stardog:api:lelia_gonzalez;73;3027;10,89 %
tag:stardog:api:recife;71;3098;11,15 %
tag:stardog:api:dourados;71;3169;11,41 %
tag:stardog:api:freire;70;3239;11,66 %
tag:stardog:api:rio_negro;69;3308;11,91 %
tag:stardog:api:foucault;68;3376;12,15 %
tag:stardog:api:vale;66;3442;12,39 %
tag:stardog:api:kabengele_munanga;63;3505;12,62 %
tag:stardog:api:frantz_fanon;60;3565;12,83 %
tag:stardog:api:hall;60;3625;13,05 %
tag:stardog:api:bardin;60;3685;13,26 %
tag:stardog:api:quijano;54;3739;13,46 %
tag:stardog:api:law;53;3792;13,65 %
tag:stardog:api:bourdieu;53;3845;13,84 %
tag:stardog:api:quilombo;51;3896;14,02 %
tag:stardog:api:nascimento;51;3947;14,21 %
tag:stardog:api:grada_kilomba;50;3997;14,39 %
tag:stardog:api:almeida;50;4047;14,57 %
tag:stardog:api:souza;48;4095;14,74 %
tag:stardog:api:sus;47;4142;14,91 %
tag:stardog:api:ribeiro;43;4185;15,06 %
tag:stardog:api:sao_gabriel_da_cachoeira;42;4227;15,21 %
tag:stardog:api:covid19;42;4269;15,36 %
tag:stardog:api:bell_hooks;42;4311;15,52 %
tag:stardog:api:sueli_carneiro;40;4351;15,66 %
tag:stardog:api:kalunga;38;4389;15,80 %
tag:stardog:api:angela_davis;38;4427;15,93 %
tag:stardog:api:ferreira;38;4465;16,07 %
tag:stardog:api:quilombolas;37;4502;16,20 %
tag:stardog:api:achille_mbembe;37;4539;16,34 %
tag:stardog:api:rj;37;4576;16,47 %
tag:stardog:api:fanon;37;4613;16,60 %
tag:stardog:api:pe;37;4650;16,74 %
tag:stardog:api:poisson;35;4685;16,86 %
tag:stardog:api:pierre_bourdieu;35;4720;16,99 %
tag:stardog:api:santa_maria;34;4754;17,11 %
tag:stardog:api:abdias_nascimento;34;4788;17,23 %
tag:stardog:api:escola;34;4822;17,36 %
tag:stardog:api:tupiguarani;34;4856;17,48 %
tag:stardog:api:al;33;4889;17,60 %
tag:stardog:api:xavante;33;4922;17,72 %
tag:stardog:api:joao_pessoa;33;4955;17,83 %
tag:stardog:api:geertz;33;4988;17,95 %
tag:stardog:api:djamila_ribeiro;33;5021;18,07 %
tag:stardog:api:patricia_hill_collins;33;5054;18,19 %
tag:stardog:api:pb;32;5086;18,31 %
tag:stardog:api:beatriz_nascimento;32;5118;18,42 %
tag:stardog:api:sateremawe;31;5149;18,53 %
tag:stardog:api:carneiro;31;5180;18,64 %
tag:stardog:api:anibal_quijano;30;5210;18,75 %
tag:stardog:api:sergipe;30;5240;18,86 %
tag:stardog:api:espirito_santo;29;5269;18,96 %
tag:stardog:api:franca;29;5298;19,07 %
tag:stardog:api:guarani;29;5327;19,17 %
tag:stardog:api:candomble;29;5356;19,28 %
tag:stardog:api:bororo;29;5385;19,38 %
tag:stardog:api:amapa;29;5414;19,49 %
tag:stardog:api:munduruku;28;5442;19,59 %
tag:stardog:api:gonzalez;28;5470;19,69 %
tag:stardog:api:evaristo;28;5498;19,79 %
tag:stardog:api:andre;28;5526;19,89 %
tag:stardog:api:fernandes;28;5554;19,99 %
tag:stardog:api:africana;27;5581;20,09 %
tag:stardog:api:clovis_moura;27;5608;20,18 %
tag:stardog:api:rodrigues;27;5635;20,28 %
tag:stardog:api:crenshaw;26;5661;20,38 %
tag:stardog:api:jose_de_alencar;26;5687;20,47 %
tag:stardog:api:rio;26;5713;20,56 %
tag:stardog:api:marx;26;5739;20,66 %
tag:stardog:api:carolina;26;5765;20,75 %
tag:stardog:api:bauman;26;5791;20,84 %
tag:stardog:api:gilberto_freyre;26;5817;20,94 %
tag:stardog:api:bakhtin;26;5843;21,03 %
tag:stardog:api:collins;25;5868;21,12 %
tag:stardog:api:john_manuel_monteiro;25;5893;21,21 %
tag:stardog:api:leda_maria_martins;25;5918;21,30 %
tag:stardog:api:estado_da_bahia;25;5943;21,39 %
tag:stardog:api:pesqueira;24;5967;21,48 %
tag:stardog:api:dsei;24;5991;21,56 %
tag:stardog:api:martins;24;6015;21,65 %
tag:stardog:api:uruguai;24;6039;21,74 %
tag:stardog:api:mbyaguarani;24;6063;21,82 %
tag:stardog:api:cuti;24;6087;21,91 %
tag:stardog:api:gilles_deleuze;24;6111;21,99 %
tag:stardog:api:ma;24;6135;22,08 %
tag:stardog:api:michel_de_certeau;23;6158;22,16 %
tag:stardog:api:moura;23;6181;22,25 %
tag:stardog:api:pais;23;6204;22,33 %
tag:stardog:api:duarte;23;6227;22,41 %
tag:stardog:api:axel_honneth;23;6250;22,49 %
tag:stardog:api:xukuru;23;6273;22,58 %
tag:stardog:api:milton_santos;23;6296;22,66 %
tag:stardog:api:mbya_guarani;23;6319;22,74 %
tag:stardog:api:baniwa;23;6342;22,83 %
tag:stardog:api:carolina_maria_de_jesus;23;6365;22,91 %
tag:stardog:api:muniz_sodre;23;6388;22,99 %
tag:stardog:api:silvio_almeida;23;6411;23,07 %
tag:stardog:api:bncc;23;6434;23,16 %
tag:stardog:api:carvalho;22;6456;23,24 %
tag:stardog:api:potiguara;22;6478;23,32 %
tag:stardog:api:es;22;6500;23,39 %
tag:stardog:api:paul_gilroy;22;6522;23,47 %
tag:stardog:api:guimaraes;22;6544;23,55 %
tag:stardog:api:cosson;22;6566;23,63 %
tag:stardog:api:cavalcante;22;6588;23,71 %
tag:stardog:api:quilombos;21;6609;23,79 %
tag:stardog:api:candau;21;6630;23,86 %
tag:stardog:api:piaui;21;6651;23,94 %
tag:stardog:api:indigena;21;6672;24,01 %
tag:stardog:api:machado_de_assis;21;6693;24,09 %
tag:stardog:api:alto_solimoes;21;6714;24,16 %
tag:stardog:api:abdias_do_nascimento;21;6735;24,24 %
tag:stardog:api:wich;21;6756;24,32 %
tag:stardog:api:daniel_munduruku;21;6777;24,39 %
tag:stardog:api:bosi;20;6797;24,46 %
tag:stardog:api:florestan_fernandes;20;6817;24,54 %
tag:stardog:api:orlandi;20;6837;24,61 %
tag:stardog:api:roger_chartier;20;6857;24,68 %
tag:stardog:api:angel_humberto_corbera_mori;20;6877;24,75 %
tag:stardog:api:brandao;20;6897;24,82 %
tag:stardog:api:lima_barreto;19;6916;24,89 %
tag:stardog:api:kilomba;19;6935;24,96 %
tag:stardog:api:dissertacao;19;6954;25,03 %
tag:stardog:api:ailton_krenak;19;6973;25,10 %
tag:stardog:api:davis;19;6992;25,17 %
tag:stardog:api:santo_antonio;19;7011;25,23 %
tag:stardog:api:negro;19;7030;25,30 %
tag:stardog:api:walter_mignolo;19;7049;25,37 %
tag:stardog:api:corte;19;7068;25,44 %
tag:stardog:api:boaventura_de_sousa_santos;19;7087;25,51 %
tag:stardog:api:erer;19;7106;25,58 %
tag:stardog:api:homi_bhabha;19;7125;25,64 %
tag:stardog:api:walter_benjamin;19;7144;25,71 %
tag:stardog:api:saude;19;7163;25,78 %
tag:stardog:api:santana;18;7181;25,85 %
tag:stardog:api:lucy_seki;18;7199;25,91 %
tag:stardog:api:mariana;18;7217;25,98 %
tag:stardog:api:laurence_bardin;18;7235;26,04 %
tag:stardog:api:krenak;18;7253;26,10 %
tag:stardog:api:maria;18;7271;26,17 %
tag:stardog:api:arroyo;18;7289;26,23 %
tag:stardog:api:pankararu;18;7307;26,30 %
tag:stardog:api:maria_de_jesus;18;7325;26,36 %
tag:stardog:api:mata_cavalo;18;7343;26,43 %
tag:stardog:api:terreiro;18;7361;26,49 %
tag:stardog:api:audre_lorde;17;7378;26,55 %
tag:stardog:api:instagram;17;7395;26,62 %
tag:stardog:api:macuxi;17;7412;26,68 %
tag:stardog:api:ribeira;17;7429;26,74 %
tag:stardog:api:sol;17;7446;26,80 %
tag:stardog:api:sao_pedro;17;7463;26,86 %
tag:stardog:api:vieira;17;7480;26,92 %
tag:stardog:api:nogueira;17;7497;26,98 %
tag:stardog:api:cardoso;17;7514;27,04 %
tag:stardog:api:miranda;17;7531;27,11 %
tag:stardog:api:antonio_candido;17;7548;27,17 %
tag:stardog:api:walsh;17;7565;27,23 %
tag:stardog:api:alcantara;17;7582;27,29 %
tag:stardog:api:ap;16;7598;27,35 %
tag:stardog:api:sociologia;16;7614;27,40 %
tag:stardog:api:sidney_chalhoub;16;7630;27,46 %
tag:stardog:api:silvia_hunold_lara;16;7646;27,52 %
tag:stardog:api:tukano;16;7662;27,58 %
tag:stardog:api:olinda;16;7678;27,63 %
tag:stardog:api:catherine_walsh;16;7694;27,69 %
tag:stardog:api:bento;16;7710;27,75 %
tag:stardog:api:moraes;16;7726;27,81 %
tag:stardog:api:cavalleiro;16;7742;27,86 %
tag:stardog:api:mignolo;16;7758;27,92 %
tag:stardog:api:povos_indigenas;16;7774;27,98 %
tag:stardog:api:sao_luis;16;7790;28,04 %
tag:stardog:api:funasa;16;7806;28,10 %
tag:stardog:api:yanomami;16;7822;28,15 %
tag:stardog:api:mbembe;16;7838;28,21 %
tag:stardog:api:grupioni;16;7854;28,27 %
tag:stardog:api:amazonia_legal;16;7870;28,33 %
tag:stardog:api:deleuze;16;7886;28,38 %
tag:stardog:api:zn;16;7902;28,44 %
tag:stardog:api:goncalves;16;7918;28,50 %
tag:stardog:api:ciencias_sociais;16;7934;28,56 %
tag:stardog:api:machado;15;7949;28,61 %
tag:stardog:api:marcuschi;15;7964;28,66 %
tag:stardog:api:graca_grauna;15;7979;28,72 %
tag:stardog:api:rosario;15;7994;28,77 %
tag:stardog:api:wilmar_da_rocha;15;8009;28,83 %
tag:stardog:api:aruak;15;8024;28,88 %
tag:stardog:api:pinheiro;15;8039;28,93 %
tag:stardog:api:maingueneau;15;8054;28,99 %
tag:stardog:api:darcy_ribeiro;15;8069;29,04 %
tag:stardog:api:xerente;15;8084;29,10 %
tag:stardog:api:ubatuba;15;8099;29,15 %
tag:stardog:api:toni_morrison;15;8114;29,20 %
tag:stardog:api:franz_fanon;15;8129;29,26 %
tag:stardog:api:dussel;15;8144;29,31 %
tag:stardog:api:benjamin;15;8159;29,37 %
tag:stardog:api:dr_paulo;15;8174;29,42 %
tag:stardog:api:exu;15;8189;29,47 %
tag:stardog:api:hannah_arendt;15;8204;29,53 %
tag:stardog:api:moreira;15;8219;29,58 %
tag:stardog:api:paul_ricoeur;15;8234;29,64 %
tag:stardog:api:benjamin_constant;15;8249;29,69 %
tag:stardog:api:tabatinga;15;8264;29,74 %
tag:stardog:api:pereira;15;8279;29,80 %
tag:stardog:api:xingu;15;8294;29,85 %
tag:stardog:api:pecheux;15;8309;29,91 %
tag:stardog:api:maurice_halbwachs;14;8323;29,96 %
tag:stardog:api:kayapo;14;8337;30,01 %
tag:stardog:api:serra;14;8351;30,06 %
tag:stardog:api:reconcavo_baiano;14;8365;30,11 %
tag:stardog:api:neusa_santos_souza;14;8379;30,16 %
tag:stardog:api:parkateje;14;8393;30,21 %
tag:stardog:api:angra_dos_reis;14;8407;30,26 %
tag:stardog:api:carlo_ginzburg;14;8421;30,31 %
tag:stardog:api:mikhail_bakhtin;14;8435;30,36 %
tag:stardog:api:scott;14;8449;30,41 %
tag:stardog:api:mura;14;8463;30,46 %
tag:stardog:api:eliane_potiguara;14;8477;30,51 %
tag:stardog:api:ana_maria_goncalves;14;8491;30,56 %
tag:stardog:api:felix_guattari;14;8505;30,61 %
tag:stardog:api:bhabha;14;8519;30,66 %
tag:stardog:api:alencar;14;8533;30,71 %
tag:stardog:api:costa;14;8547;30,76 %
tag:stardog:api:maher;14;8561;30,81 %
tag:stardog:api:nancy_fraser;14;8575;30,86 %
tag:stardog:api:barra;14;8589;30,91 %
tag:stardog:api:edouard_glissant;14;8603;30,96 %
tag:stardog:api:se;14;8617;31,01 %
tag:stardog:api:castainho;14;8631;31,06 %
tag:stardog:api:jesus;14;8645;31,12 %
tag:stardog:api:grosfoguel;14;8659;31,17 %
tag:stardog:api:equador;14;8673;31,22 %
tag:stardog:api:jorn_rusen;14;8687;31,27 %
tag:stardog:api:eduardo_viveiros_de_castro;14;8701;31,32 %
tag:stardog:api:minayo;13;8714;31,36 %
tag:stardog:api:pearson;13;8727;31,41 %
tag:stardog:api:enrique_dussel;13;8740;31,46 %
tag:stardog:api:vitoria_da_conquista;13;8753;31,50 %
tag:stardog:api:escrevivencia;13;8766;31,55 %
tag:stardog:api:missoes;13;8779;31,60 %
tag:stardog:api:jaguapiru;13;8792;31,64 %
tag:stardog:api:moita_lopes;13;8805;31,69 %
tag:stardog:api:monteiro_lobato;13;8818;31,74 %
tag:stardog:api:judith_butler;13;8831;31,78 %
tag:stardog:api:tecnologico;13;8844;31,83 %
tag:stardog:api:akotirene;13;8857;31,88 %
tag:stardog:api:paraty;13;8870;31,92 %
tag:stardog:api:sousa;13;8883;31,97 %
tag:stardog:api:e_p_thompson;13;8896;32,02 %
tag:stardog:api:arruti;13;8909;32,07 %
tag:stardog:api:ocidente;13;8922;32,11 %
tag:stardog:api:surui;13;8935;32,16 %
tag:stardog:api:dr_ricardo_cid_fernandes;13;8948;32,21 %
tag:stardog:api:colonialidade;13;8961;32,25 %
tag:stardog:api:hip_hop;13;8974;32,30 %
tag:stardog:api:giorgio_agamben;13;8987;32,35 %
tag:stardog:api:n;12;8999;32,39 %
tag:stardog:api:kimberle_crenshaw;12;9011;32,43 %
tag:stardog:api:solimoes;12;9023;32,48 %
tag:stardog:api:indio;12;9035;32,52 %
tag:stardog:api:schwarcz;12;9047;32,56 %
tag:stardog:api:hasenbalg;12;9059;32,61 %
tag:stardog:api:sao_carlos;12;9071;32,65 %
tag:stardog:api:kiriri;12;9083;32,69 %
tag:stardog:api:schwarzschild;12;9095;32,73 %
tag:stardog:api:sertao;12;9107;32,78 %
tag:stardog:api:rocha;12;9119;32,82 %
tag:stardog:api:jose_carlos_mariategui;12;9131;32,86 %
tag:stardog:api:woodward;12;9143;32,91 %
tag:stardog:api:freyre;12;9155;32,95 %
tag:stardog:api:viveiros_de_castro;12;9167;32,99 %
tag:stardog:api:reis;12;9179;33,04 %
tag:stardog:api:borges;12;9191;33,08 %
tag:stardog:api:soares;12;9203;33,12 %
tag:stardog:api:fredrik_barth;12;9215;33,17 %
tag:stardog:api:alves;12;9227;33,21 %
tag:stardog:api:drx;12;9239;33,25 %
tag:stardog:api:adorno;12;9251;33,30 %
tag:stardog:api:norbert_elias;12;9263;33,34 %
tag:stardog:api:maceio;12;9275;33,38 %
tag:stardog:api:arte;12;9287;33,43 %
tag:stardog:api:luciano;12;9299;33,47 %
tag:stardog:api:maldonadotorres;12;9311;33,51 %
tag:stardog:api:coracini;12;9323;33,56 %
tag:stardog:api:elias;12;9335;33,60 %
tag:stardog:api:karl_marx;12;9347;33,64 %
tag:stardog:api:macedo;12;9359;33,68 %
tag:stardog:api:aguiar;12;9371;33,73 %
tag:stardog:api:candido;12;9383;33,77 %
tag:stardog:api:clifford_geertz;12;9395;33,81 %
tag:stardog:api:provincia;11;9406;33,85 %
tag:stardog:api:ciencia;11;9417;33,89 %
tag:stardog:api:governo;11;9428;33,93 %
tag:stardog:api:domingues;11;9439;33,97 %
tag:stardog:api:spivak;11;9450;34,01 %
tag:stardog:api:ivaporunduva;11;9461;34,05 %
tag:stardog:api:decolonial;11;9472;34,09 %
tag:stardog:api:fonseca;11;9483;34,13 %
tag:stardog:api:nossa_senhora_do_rosario;11;9494;34,17 %
tag:stardog:api:zumbi;11;9505;34,21 %
tag:stardog:api:cunha;11;9516;34,25 %
tag:stardog:api:pedro_cubas;11;9527;34,29 %
tag:stardog:api:fairclough;11;9538;34,33 %
tag:stardog:api:castro;11;9549;34,37 %
tag:stardog:api:albuquerque;11;9560;34,41 %
tag:stardog:api:coelho;11;9571;34,45 %
tag:stardog:api:castilho;11;9582;34,49 %
tag:stardog:api:levistrauss;11;9593;34,53 %
tag:stardog:api:carla_akotirene;11;9604;34,57 %
tag:stardog:api:morin;11;9615;34,61 %
tag:stardog:api:cabral;11;9626;34,65 %
tag:stardog:api:smith;11;9637;34,69 %
tag:stardog:api:maria_firmina_dos_reis;11;9648;34,73 %
tag:stardog:api:canclini;11;9659;34,76 %
tag:stardog:api:freitas;11;9670;34,80 %
tag:stardog:api:pimentel_barbosa;11;9681;34,84 %
tag:stardog:api:rio_pardo;11;9692;34,88 %
tag:stardog:api:cultura;11;9703;34,92 %
tag:stardog:api:koch;11;9714;34,96 %
tag:stardog:api:zygmunt_bauman;11;9725;35,00 %
tag:stardog:api:vygotsky;11;9736;35,04 %
tag:stardog:api:michel_pecheux;11;9747;35,08 %
tag:stardog:api:aime_cesaire;11;9758;35,12 %
tag:stardog:api:queiroz;10;9768;35,16 %
tag:stardog:api:gayatri_spivak;10;9778;35,19 %
tag:stardog:api:terreiros;10;9788;35,23 %
tag:stardog:api:dambrosio;10;9798;35,26 %
tag:stardog:api:folha_de_sao_paulo;10;9808;35,30 %
tag:stardog:api:tupi;10;9818;35,34 %
tag:stardog:api:vanessa_rosemary_lea;10;9828;35,37 %
tag:stardog:api:melo;10;9838;35,41 %
tag:stardog:api:jorge_amado;10;9848;35,44 %
tag:stardog:api:cavalcanti;10;9858;35,48 %
tag:stardog:api:haesbaert;10;9868;35,52 %
tag:stardog:api:kabenguele_munanga;10;9878;35,55 %
tag:stardog:api:lisboa;10;9888;35,59 %
tag:stardog:api:ipiranga;10;9898;35,62 %
tag:stardog:api:alice_walker;10;9908;35,66 %
tag:stardog:api:profa_dra;10;9918;35,70 %
tag:stardog:api:kraho;10;9928;35,73 %
tag:stardog:api:mandira;10;9938;35,77 %
tag:stardog:api:ticuna;10;9948;35,80 %
tag:stardog:api:kanhgag;10;9958;35,84 %
tag:stardog:api:barbosa;10;9968;35,88 %
tag:stardog:api:oeste;10;9978;35,91 %
tag:stardog:api:rosana_paulino;10;9988;35,95 %
tag:stardog:api:sao_sebastiao;10;9998;35,98 %
tag:stardog:api:lelia_gonzales;10;10008;36,02 %
tag:stardog:api:guaira;10;10018;36,06 %
tag:stardog:api:paul_zumthor;10;10028;36,09 %
tag:stardog:api:guattari;10;10038;36,13 %
tag:stardog:api:louro;10;10048;36,16 %
tag:stardog:api:miriam_alves;10;10058;36,20 %
tag:stardog:api:l1;10;10068;36,24 %
tag:stardog:api:barth;10;10078;36,27 %
tag:stardog:api:t;9;10087;36,31 %
tag:stardog:api:bergamaschi;9;10096;36,34 %
tag:stardog:api:halbwachs;9;10105;36,37 %
tag:stardog:api:barcellos;9;10114;36,40 %
tag:stardog:api:nina_rodrigues;9;10123;36,43 %
tag:stardog:api:lula;9;10132;36,47 %
tag:stardog:api:bage;9;10141;36,50 %
tag:stardog:api:paulina_chiziane;9;10150;36,53 %
tag:stardog:api:cruz;9;10159;36,56 %
tag:stardog:api:adichie;9;10168;36,60 %
tag:stardog:api:sao_miguel;9;10177;36,63 %
tag:stardog:api:dolz;9;10186;36,66 %
tag:stardog:api:said;9;10195;36,69 %
tag:stardog:api:antonio_vieira;9;10204;36,73 %
tag:stardog:api:romantismo;9;10213;36,76 %
tag:stardog:api:dominique_maingueneau;9;10222;36,79 %
tag:stardog:api:kleiman;9;10231;36,82 %
tag:stardog:api:rodolfo_kusch;9;10240;36,86 %
tag:stardog:api:thompson;9;10249;36,89 %
tag:stardog:api:gohn;9;10258;36,92 %
tag:stardog:api:gil;9;10267;36,95 %
tag:stardog:api:henri_lefebvre;9;10276;36,99 %
tag:stardog:api:sao_benedito;9;10285;37,02 %
tag:stardog:api:eduardo_de_assis_duarte;9;10294;37,05 %
tag:stardog:api:educacao_infantil;9;10303;37,08 %
tag:stardog:api:jacob_gorender;9;10312;37,11 %
tag:stardog:api:andrade;9;10321;37,15 %
tag:stardog:api:mart;9;10330;37,18 %
tag:stardog:api:maria_rosa;9;10339;37,21 %
tag:stardog:api:puri;9;10348;37,24 %
tag:stardog:api:fernando_henrique_cardoso;9;10357;37,28 %
tag:stardog:api:municipal;9;10366;37,31 %
tag:stardog:api:marques;9;10375;37,34 %
tag:stardog:api:uepg;9;10384;37,37 %
tag:stardog:api:muquem;9;10393;37,41 %
tag:stardog:api:monteiro;9;10402;37,44 %
tag:stardog:api:abaetetuba;9;10411;37,47 %
tag:stardog:api:boaventura_de_souza_santos;9;10420;37,50 %
tag:stardog:api:mattos;9;10429;37,54 %
tag:stardog:api:dick;9;10438;37,57 %
tag:stardog:api:sao_joao;9;10447;37,60 %
tag:stardog:api:trindade;9;10456;37,63 %
tag:stardog:api:ponta_negra;9;10465;37,67 %
tag:stardog:api:pnsipn;9;10474;37,70 %
tag:stardog:api:butler;9;10483;37,73 %
tag:stardog:api:celia_maria_marinho_de_azevedo;9;10492;37,76 %
tag:stardog:api:garcia;9;10501;37,80 %
tag:stardog:api:gloria_anzaldua;9;10510;37,83 %
tag:stardog:api:escherichia;9;10519;37,86 %
tag:stardog:api:silvio_de_almeida;9;10528;37,89 %
tag:stardog:api:deus;9;10537;37,92 %
tag:stardog:api:macaiba;9;10546;37,96 %
tag:stardog:api:maya_angelou;9;10555;37,99 %
tag:stardog:api:nheengatu;9;10564;38,02 %
tag:stardog:api:patrimonio_cultural;8;10572;38,05 %
tag:stardog:api:sampaio;8;10580;38,08 %
tag:stardog:api:eliade;8;10588;38,11 %
tag:stardog:api:xukurukariri;8;10596;38,14 %
tag:stardog:api:kusch;8;10604;38,17 %
tag:stardog:api:karai;8;10612;38,19 %
tag:stardog:api:oxum;8;10620;38,22 %
tag:stardog:api:maria_lugones;8;10628;38,25 %
tag:stardog:api:bernd;8;10636;38,28 %
tag:stardog:api:galvao;8;10644;38,31 %
tag:stardog:api:castro_alves;8;10652;38,34 %
tag:stardog:api:nietzsche;8;10660;38,37 %
tag:stardog:api:franco;8;10668;38,40 %
tag:stardog:api:maria_beatriz_rocha_ferreira;8;10676;38,42 %
tag:stardog:api:tapajos;8;10684;38,45 %
tag:stardog:api:angela_fatima_soligo;8;10692;38,48 %
tag:stardog:api:agreste;8;10700;38,51 %
tag:stardog:api:sr;8;10708;38,54 %
tag:stardog:api:esmeralda_ribeiro;8;10716;38,57 %
tag:stardog:api:taurepang;8;10724;38,60 %
tag:stardog:api:alberti;8;10732;38,63 %
tag:stardog:api:potiguaras;8;10740;38,66 %
tag:stardog:api:manuela_carneiro_da_cunha;8;10748;38,68 %
tag:stardog:api:poncia_vicencio;8;10756;38,71 %
tag:stardog:api:gilbert_durand;8;10764;38,74 %
tag:stardog:api:irmandade;8;10772;38,77 %
tag:stardog:api:mebengokre;8;10780;38,80 %
tag:stardog:api:mendonca;8;10788;38,83 %
tag:stardog:api:levy;8;10796;38,86 %
tag:stardog:api:weber;8;10804;38,89 %
tag:stardog:api:hamel;8;10812;38,91 %
tag:stardog:api:freud;8;10820;38,94 %
tag:stardog:api:de_wild;8;10828;38,97 %
tag:stardog:api:norman_fairclough;8;10836;39,00 %
tag:stardog:api:burke;8;10844;39,03 %
tag:stardog:api:dixon;8;10852;39,06 %
tag:stardog:api:luiz_inacio_lula_da_silva;8;10860;39,09 %
tag:stardog:api:vargas;8;10868;39,12 %
tag:stardog:api:paullinia;8;10876;39,14 %
tag:stardog:api:ramon_grosfoguel;8;10884;39,17 %
tag:stardog:api:mariategui;8;10892;39,20 %
tag:stardog:api:ramkokamekra;8;10900;39,23 %
tag:stardog:api:karipuna;8;10908;39,26 %
tag:stardog:api:roberto_cardoso_de_oliveira;8;10916;39,29 %
tag:stardog:api:leite;8;10924;39,32 %
tag:stardog:api:goffman;8;10932;39,35 %
tag:stardog:api:zilberman;8;10940;39,38 %
tag:stardog:api:rio_doce;8;10948;39,40 %
tag:stardog:api:natureza;8;10956;39,43 %
tag:stardog:api:politica;8;10964;39,46 %
tag:stardog:api:veiga;8;10972;39,49 %
tag:stardog:api:pollak;8;10980;39,52 %
tag:stardog:api:yin;8;10988;39,55 %
tag:stardog:api:capoeira;8;10996;39,58 %
tag:stardog:api:prof;8;11004;39,61 %
tag:stardog:api:aristoteles;8;11012;39,63 %
tag:stardog:api:rosa;8;11020;39,66 %
tag:stardog:api:zila_bernd;8;11028;39,69 %
tag:stardog:api:m;8;11036;39,72 %
tag:stardog:api:carmo;8;11044;39,75 %
tag:stardog:api:dias;8;11052;39,78 %
tag:stardog:api:mauss;8;11060;39,81 %
tag:stardog:api:poder_publico;8;11068;39,84 %
tag:stardog:api:faustino;7;11075;39,86 %
tag:stardog:api:uv;7;11082;39,89 %
tag:stardog:api:dominique_julia;7;11089;39,91 %
tag:stardog:api:piloes;7;11096;39,94 %
tag:stardog:api:max_weber;7;11103;39,96 %
tag:stardog:api:tukey;7;11110;39,99 %
tag:stardog:api:silveira;7;11117;40,01 %
tag:stardog:api:carlos_rodrigues_brandao;7;11124;40,04 %
tag:stardog:api:campos;7;11131;40,06 %
tag:stardog:api:andre_lopes;7;11138;40,09 %
tag:stardog:api:antonio_roberto_guerreiro_junior;7;11145;40,11 %
tag:stardog:api:albert_memmi;7;11152;40,14 %
tag:stardog:api:nonoai;7;11159;40,16 %
tag:stardog:api:profa;7;11166;40,19 %
tag:stardog:api:zumbi_dos_palmares;7;11173;40,21 %
tag:stardog:api:antonio_gramsci;7;11180;40,24 %
